house 1	গৃহ
accost	বিশেষত প্রকাশ্যস্থলে অপরিচিতের সঙ্গে গায়ে পড়ে আলাপ করা
house 2	আশ্রয় বা বাসস্থান দান করা
housing	গৃহসংস্থান
hove	----
hovel	বাসের অনুপযোগী ছোট বাড়ি বা কুঁড়েঘর
account 1  	প্রাপ্ত/পরিশোধিত (বা প্রাপ্তব্য/পরিশোধ্য) অর্থসংক্রান্ত বিবরণ
hover	(পাখি) বাতাসে স্থির হয়ে বা ভেসে থাকা
how	কীভাবে
howdah	হাওদা
account 2	ব্যাখ্যাস্বরূপ হওয়া
howitzer	উচ্চ কোণে স্বল্প পাল্লায় গোলাবর্ষণের জন্য খাটো কামানবিশেষ
accountancy 	হিসাববিদ্যা
howl	বিশেষত নেকড়ের একটানা হুঙ্কার
hoyden	দস্যি মেয়ের মতো
hub	চাকার কেন্দ্রস্থল
hubble-bubble	আলবোলা
accountant  	ব্যবসার হিসাব রাখা ও পরীক্ষা করা যার পেশা
accoutrements 	সাজসরঞ্জাম
accredit	সরকারি পরিচয়পত্রসহ দূত হিসাবে পাঠানো বা নিয়োগ করা
accretion 	জৈবিক সংযোজনের দ্বারা বৃদ্ধি, বিবৃদ্ধি
accrue	স্বাভাবিক বিকাশ বা বৃদ্ধি হিসাবে আসা
acculturation	ভিন্ন সংস্কৃতির উপাদান আত্তীকরণ
hub-bub	কোলাহল
hubby	স্বামী
accumulate	সংখ্যা বা পরিমাণে বৃদ্ধি পাওয়া বা বাড়ানো
accumulation	সঞ্চয়ন
accumulator  	বিদ্যুৎশক্তি সঞ্চয়কারী ব্যাটারী (যেমন মোটরগাড়ির)
accurate	যথাযথ
accursed	অভিশপ্ত
accusation	অভিযোগ
accusative 	(ব্যাকরণ) কর্ম
hubris	দম্ভ
accuse	অভিযুক্ত/দোষী করা
accustom	অভ্যস্ত করা
ace	তাস, ডোমিনো বা অক্ষের উপর একক চিহ্ন
acerbity	(কথায়, আচরণে, মেজাজে) তিক্ততা
acetic	সির্কা বা সির্কাম্ল সম্বন্ধীয়
acetone	তীব্র গন্ধযুক্ত স্বচ্ছ তরণপদার্থবিশেষ, যা রঞ্জকদ্রব্য ও বার্নিশ পাতলা করতে এবং কিছু কিছু রাসায়নিক পদার্থ তৈরিতে লাগে
hucka-back	তোয়ালে ইত্যাদির জন্য মোটা মজবুত কাপড়বিশেষ
huckleberry	উত্তর আমেরিকার সহজলভ্য অনুচ্চ গুল্মবিশেষ এবং এই গুল্মের ছোট ছোট গাঢ়-নীল ফল
acetylene	বর্ণহীন গ্যাসবিশেষ (C2H2), যা জ্বললে উজ্জ্বল আলোক বিকিরণ করে, অঙ্গারক (carbide) বাতিতে এবং ধাতু ঝালাই ও কাটার কাজে এই গ্যাস ব্যবহৃত হয়
huckster	ফেরিওয়ালা
achar 	তেল ও মসলার রুচিবর্ধক খাবার
ache	অবিরাম অস্বস্তিকর বেদনা
huddle	ঘেঁষাঘেঁষি/গাদাগাদি করে থাকা
achieve	অর্জন করা
hue 1	রং
Achilles	অ্যাকিলিস
hue 2	শোরগোল
achkan	সামনে বোতাম লাগানো হাঁটু পর্যন্ত লম্বা পুরুষের পোশাক
huff 1	ক্রোধাবেশ
achromatic	বর্ণঘটিত অপেরণ না ঘটিয়ে আলো সঞ্চালনে সক্ষম
huff 2	ফোঁকা
acid 1	অম্লাক্ত, অম্লাস্বাদ
hug	আলিঙ্গন/বাহুবেষ্টিত করা, জড়িয়ে ধরা
huge	বিশাল
huggermugger	গোপনতা
hulk	পুরনো পরিত্যক্ত জাহাজ বা গুদামরূপে ব্যবহৃত জাহাজ, গুদামজাহাজ
hull 1	খোলা
acid 2	হাইড্রোজেনযুক্ত পদার্থবিশেষ – যার সঙ্গে ধাতুর বিক্রিয়ায় লবণ গঠিত হয় এবং হাইড্রোজেন আলাদা হয়ে যায়
acknowledge	স্বীকার করা
acme	শীর্ষ
acne	চর্মপীড়াবিশেষ, যাতে মুখমন্ডল ও গলায় ফুসকুড়ি ও কালো উদ্ভেদ দেখা যায়
acolyte	কোনো কোনো ধর্মানুষ্ঠানে, বিশেষত খ্রিস্টের নৈশ ভোজোৎসব-পর্ব উদ্‌যাপনে যে ব্যক্তি পুরোহিতকে সহায়তা করে
hull 2	জাহাজের স্থূলভাগ বা কাঠামো
aconite	নীল বা রক্তবর্ণ ফুলের উদ্ভিদবিশেষ
acorn	ওক গাছের বীজ বা ফল
huIlabaloo	হৈচৈ
hullo	সম্ভাষণে
acoustic 	শাব্দ, শব্দবিজ্ঞান ও শ্রুতিবোধ সম্বন্ধীয়
hum	গুনগুনানো
human	মানুষ বা মনুষ্যজাতি সম্বন্ধীয়
humane	সহৃদয়
humanism	মানবিক বিষয়াদির প্ৰতি আগ্রহ
humanist	মানবতান্ত্রিক
humanitarian	মানুষের ক্লেশলাঘব, দণ্ডনীতির সংস্কারসাধন ইত্যাদি উপায়ে যে ব্যক্তি সব মানুষের কল্যাণের জন্য কাজ করেন
humanity	মানবজাতি
acquaint 	পরিচিত করা
acquaintance	অভিজ্ঞতালব্ধ জ্ঞান বা তথ্য
humanize, humanise	মনুষ্যোচিত/হৃদয়বান হওয়া বা করা
acquiesce	সম্মত বা রাজি হওয়া
acquire 	অর্জন করা
humble	বিনয়ী
acquisition	গ্রহণ
acquisitive 	অর্জনে অভ্যস্ত
humbug	দমবাজি
acquit	নির্দোষ বলে রায় দেওয়া
humdrum	নীরস
humerus	প্ৰগণ্ডাস্থি
humid	স্যাঁতসেঁতে
humiliate	লজ্জিত/অপমানিত করা
humility	বিনয়
hummingbird	সাধারণত ছোট আকারের উজ্জ্বল রঙের কয়েক প্রজাতির পাখি, যাদের পাখার কম্পনে গুনগুন ধ্বনি উত্থিত হয়
hummock	ছোট পাহাড়
humorist	হাস্যরসিক
humorous	রসাত্মক
humour	হাস্যরস
hump	কুঁজ
acre	ভূমির মাপের একক
humph	হুম্
acrid	অত্যন্ত কটু
acrimony	মেজাজ, আচার-আচরণ ও ভাষার তিক্ততা
humpty-dumpty	কুমড়োপটাশ
acrobat	শারীরিক কসরত প্রদর্শনে পারদর্শী ব্যক্তি
humus	উদ্ভিজ্জমৃত্তিকা
hunch	পুরু টুকরা
acronym	কোনো নামের আদ্যক্ষরসমূহের সমন্বয়ে গঠিত শব্দ, যেমন UNO (United Nations Organization)
hundred	শত
hung	----
hunger	ক্ষুধা
hungry	ক্ষুধার্ত
hunk	মোটা খণ্ড
hunkers	কুঁজগুলি
hunt 1	শিকার
hunt 2	শিকার/মৃগয়া করা
huntsman	শিকারি
hurdle	অবরোধ
hurdy-gurdy	সাধারণত চাকার উপর আরোপিত স্ট্রিট পিয়ানো বা ব্যারেল অরগ্যান, যা হাতল ঘুরিয়ে বাজানো হয়
hurl	সজোরে নিক্ষেপ করা
hurly-burly	কোলাহল
hurrah	জয়
hurricane	প্রচণ্ড ঝঞ্ঝাবাত (বিশেষত পশ্চিম ভারতীয় দ্বীপপুঞ্জের ঘূর্ণিঝড়)
hurry	তাড়াহুড়া
hurt	আঘাত দেওয়া
hurtle	প্রচণ্ড বেগে ধাবিত বা উৎক্ষিপ্ত হওয়া
acropolis	প্রাচীনকালে গ্রিক নগরীর সুরক্ষিত অংশ, বিশেষত এথেন্সের
husband	স্বামী
across 1	এপারওপার
across 2	একদিক থেকে অন্যদিকে
husbandman	কৃষিজীবী
acrostic	শব্দের ধাঁধা বা বিন্যাস, যাতে পঙ্ক্তিসমূহের প্রথম কিংবা প্রথম ও শেষ বর্ণ মিলে এক বা একাধিক শব্দ গঠন করে
hush	চুপ করা/হওয়া/করানো
acrylic	পোশাকের কাপড় ইত্যাদি তৈরি করার (বিভিন্ন ধরণের) কৃত্রিম তন্তুবিশেষ
husk	খোসা
act 1 	কর্ম
husky	শুষ্ক
act 2	কিছু করা
hussar	হালকা অস্ত্রসজ্জিত অশ্বারোহী সেনাদলবিশেষের সদস্য
acting	সাময়িকভাবে অন্যের দায়িত্বে অধিষ্ঠিত
actinism	আলোকরশ্মির যে ধর্ম রাসায়নিক ক্রিয়ায় পরিবর্তন ঘটায় (যেমন আলোকচিত্রের ফিল্মে)
hussy	অপদার্থ/বাজে মেয়ে
actinium	ইউরেনিয়মের স্বাভাবিক ক্ষয়জনিত তেজস্ক্রিয় মৌলবিশেষ (প্রতীক Ac)
hustings	নির্বাচনী মঞ্চ
hustle	ঠেলে এগিয়ে নিয়ে যাওয়া
hut	কুঁড়ে
hutch	একদিকে তারের জাল-ঢাকা বাক্স বা খাঁচা
huzoor	অন্যকে নির্দেশদানের ক্ষমতাসম্পন্ন কর্তাব্যক্তি
huzza	হর্ষধ্বনি
hyacinth	কন্দজাত উদ্ভিদবিশেষ এবং এর সুমিষ্টগন্ধ ফুল
hyaena	নেকড়েসদৃশ মাংসাশী বন্য জন্তুবিশেষ- এর চিৎকার হাসির মতো শোনায়
hybrid	সংকরজাতি
hydra	বহুশির সামুদ্রিক সর্পবিশেষ, যার শিরচ্ছেদ করলে তা আবার উৎপন্ন হয়
hydrangea	বড় বড় গোলাকার সাদা, নীল বা পাটল ফুলবিশিষ্ট গুল্মবিশেষ
hydrant	(বিশেষত রাস্তার ধারে) প্ৰধান জলবাহী নলের সঙ্গে সংহৃক্ত মুখটিওয়ালা ছোট নল; রাস্তা ধোয়া, আগুন নেভানো ইত্যাদি প্রয়োজনে এর সঙ্গে হোজপাইপ লাগানো যায়, জলের কল
hydrate	অন্য কোনো পদার্থের সঙ্গে পানির রাসায়নিক যৌগ
hydraulic	নলের ভেতর দিয়ে প্রবহমান জল সম্বন্ধীয়
hydrocarbon	হাইড্রোজেন ও কার্বনযোগে গঠিত পদার্থ, যেমন বেনজিন, প্যারাফিন, কয়লার গ্যাস
hydrochloric	হাইড্রোক্লোরিক অ্যাসিড
hydroelectric	জলবিদ্যুৎ
hydrofoil	ধাতব পাত বা পাখনাসজ্জিত নৌকাবিশেষ
hydrogen	স্বাদ, বর্ণ ও গন্ধবিহীন গ্যাসবিশেষ (প্রতীক H), যা অক্সিজেনের সঙ্গে মিলিত হয়ে পানি তৈরি করে
hydrometer	জলমানযন্ত্র
hydropath	রোগের চিকিৎসায় জলের ও বাহ্য প্রয়োগ
hydrophobia	জলাতঙ্ক রোগ
hydroplane	জলপৃষ্ঠে আলতোভাবে খুব দ্রুত চলনক্ষম মোটরচালিত নৌকাবিশেষ
hydroponics	জলচাষ
hyena, hyaena	হায়না
hygiene	স্বাস্থ্যবিজ্ঞান
hymen	গ্রিক বিবাহদেবতা
hymn	ঈশ্বরবন্দনা
hyperactive	অতিক্রিয়
hyperbola	একটি সমতল কোণকে তার শিরোবিন্দু ছাড়া অন্য যেকোনো বিন্দুতে ছেদ করলে যে বক্ররেখা উৎপন্ন হয়
hyperbole	অতিশয়োক্তি
hypercritical	অত্যধিক সমালোচনামূলক
hypermarket	শহরের বাইরে অবস্থিত গাড়ি রাখার ব্যবস্থাসহ বিশাল এলাকাজুড়ে স্বয়ংসম্পূর্ণ বিরাট পণ্যশালা
hypersensitive	অতিসংবেদনশীল
hypertension	অত্যুচ্চ রক্তচাপ
hyphen	 যোজকচিহ্ন (-)
hypnobirthing	প্রচলিত পন্থায় সন্তান প্রসবের কষ্ট লাঘবের পরিবর্তে সম্মোহনবিদ্যা প্রয়োগে তা কমানো
hypnosis	গভীর নিদ্রাসদৃশ অবস্থা- এ অবস্থায় এক ব্যক্তির কার্যকলাপ অন্য ব্যক্তি নিয়ন্ত্রণ করতে পারে
hypo	আলোকচিত্রকলায় চিত্র দৃঢ়ীকরণের রাসায়নিক উপকরণরূপে ব্যবহৃত সোডিয়াম থায়োসালফেটের (Na2S2O2) কথ্যসংক্ষেপ
hypochondria	কোনো আপাত কারণ ব্যতীত কিংবা নিজের স্বাস্থ্য সম্বন্ধে অহেতুক উৎকণ্ঠাজনিত মানসিক অবসাদ
hypocrisy	ভণ্ডামি
hypodermic	(ওষুধ ইত্যাদি) ত্বকের নিচে অন্তঃক্ষিপ্ত
hypotenuse	সমকোণী ত্রিভুজের সমকোণের সম্মুখস্থ বাহু
hypothecate	দায়বদ্ধ করা
hypothermia	(চিকিৎসাশাস্ত্র) শরীরের অস্বাভাবিক নিচু তাপমাত্রা
hypothesis	প্ৰকল্প
hypothesize, hypothesise	উপপ্ৰমেয় গঠন বা রচনা করা
hyssop	আগেকার দিনে ভেষজরূপে ব্যবহৃত কটুগন্ধ উদ্ভিদবিশেষ
hysterectomy	(চিকিৎসাশাস্ত্র) জরায়ুচ্ছেদ
hysteria	মূর্ছারোগ
I 1, I	ইংরেজি বর্ণমালার নবম বর্ণ
I 2	আমি
iambus	(কবিতার ছন্দে) দ্বিমাত্রিক পর্ববিশেষ, যার প্রথম অক্ষর হ্রস্ব এবং দ্বিতীয় অক্ষর ঝোঁকপূর্ণ হয়
ibex	আল্‌প্‌স ও পিরেনিজ অঞ্চলের দীর্ঘ বাঁকানো শিংওয়ালা বুনোছাগল
ibis	গ্রীষ্মপ্ৰধান অঞ্চলের হ্রদ ও জলাভূমিতে পরিদৃষ্ট বক বা সারসসদৃশ বৃহৎ পাখিবিশেষ
 action  	ক্রিয়া
activate	সক্রিয়/সচল করা
active	সক্রিয়
activist	(রাজনৈতিক আন্দোলন ইত্যাদিতে) সক্রিয় অংশগ্রহণকারী ব্যক্তি
activity	সক্রিয়তা
ice 1	বরফ
actor 	অভিনেতা
actress	অভিনেত্রী
ice 2	হিমশীতল করা
actual	প্রকৃত
actuary 	(মৃত্যুর হার, অগ্নিকান্ডের পৌনঃপুন, চুরি, দুর্ঘটনা ইত্যাদি পর্যেষণা করে) বিমার কিস্তির পরিমাণ গণনায় বিশেষজ্ঞ ব্যক্তি
actuate 	(কর্মে) প্রবর্তিত/ প্রণোদিত/প্রবৃত্ত করা
acuity	তীক্ষ্ণতা
ichnography	দালানকোঠার জমির নকশা
acumen	তীক্ষ্ণ বিচারবুদ্ধি/ধীশক্তি
icicle	চোয়ানো পানি জমাট বেঁধে গঠিত সূচ্যগ্র বরফখণ্ড
acupuncture	মানবদেহের জীবন্ত কোষসমূহে সুচ ফুটিয়ে বা খুঁচিয়ে রোগ নিরাময়, বেদনার উপশম, কিংবা স্থানিক অসাড়তা সৃষ্টির পদ্ধতিবিশেষ
acute	তীক্ষ্ণ
icing	কেকের উপর ছড়িয়ে দিতে চিনি, ডিমের সাদা অংশ, স্বাদগন্ধবর্ধক উপকরণ ইত্যাদির মিশ্রণ বা আস্তরণ
ad	বিজ্ঞাপন
adab	ভিন্ন ধর্মাবলম্বীদের প্রতি মুসলমানদের এবং মুসলমানদের প্রতি অন্য ধর্মাবলম্বীদের উচ্চারিত শ্রদ্ধাপূর্ণ সম্বোধন
adage	জ্ঞানগর্ভ উক্তি
icon	(প্রাচ্যদেশীয় খ্রিস্টান ধর্মীয় সংগঠনে) কোনো পুণ্য ব্যক্তির চিত্রাপিত, খোদাই-করা কিংবা মোজাইকের মূর্তি- এই মূর্তি পবিত্র বলেও পরিগণিত
adagio	মাধুর্যমণ্ডিত ও মন্থর (সঙ্গীতাংশ)
adalat	কোর্ট
Adam	বিশেষত পুরুষের গলার সামনের উন্নত অংশ
icy	অতিশয় শীতল
adamant	কাটা বা ভাঙ্গা যায় না বলে কথিত পাথরবিশেষ
id 1	ইদম
id 2	মুসলমানদের প্রধান দুই ধর্মীয় উৎসব- ঈদুল ফিতর ও ঈদুল আজহা
I’d	----
adapt	খাপ খাওয়ানো
add	যুক্ত/সংযুক্ত করা
idea	ধারণা
addendum	বাদ পড়েছে বলে যোগ করতে হবে এমন বস্তু
adder	বিষধর সাপবিশেষ
ideal	আদর্শ
addict    	আসক্ত/অত্যাসক্ত/নেশাগ্রস্থ হওয়া
idealism	আদর্শবাদ
addition	যোগ
idealize, idealise	আদর্শায়িত করা
idem	একই লেখক, পুস্তক, পৃষ্ঠা ইত্যাদি
identical	অভিন্নরূপ
identify	শনাক্ত/চিহ্নিত করা
identikit	বহুজনের স্মৃতিবিধৃত মুখচ্ছবির সমন্বয়ে অঙ্কিত কোনো অজ্ঞাতপরিচয় ব্যক্তির (বিশেষত কোনো সন্দেহভাজন অপরাধীর) মুখাবয়বের যৌগিক চিত্র
identity	অভিন্নতা
ideogram	ধারকলিপি
ideology	ভাবাদর্শ
idest	----
idgah	ঈদের নামাজ পড়ার নির্ধারিত স্থান
idiocy	চরম বুদ্ধিহীনতা
idiolect	কোনো ব্যক্তির ভাষিক বিকাশের কোনো নির্দিষ্ট স্তরে অর্জিত তার সামগ্রিক ভাষাজ্ঞান
idiom	বাগ্‌ধারা
idiosyncrasy	ব্যক্তির বিশিষ্ট চিন্তারীতি বা আচরণ
idiot	যৌক্তিক আচরণে অসমর্থ অল্পবুদ্ধি ব্যক্তি
idle	অলস
idol	প্রতিমা
idyll	বিশেষত গ্রামীণ জীবনের কোনো সহজসরল দৃশ্য বা ঘটনার (সাধারণত ছন্দোবদ্ধ) সংক্ষিপ্ত বর্ণনা
if	যদি
iftaar	ইসলামের বিধান অনুসারে রমজান মাসে রোজা পালনের পরে দিনশেষে গ্রহণ করা খাদ্যবস্তু
igloo	এস্কিমোদের বরফের ঘর
igneous	(শিলা) আগ্নেয়
ignite	জ্বালানো
ignoble	নীচ
ignominious	অপমানকর
ignominy	অপমান
ignoramus	অজ্ঞ
ignorance	অজ্ঞতা
ignorant	অবিদ্য
ignore	উপেক্ষা করা
iguana	উষ্ণমণ্ডলীয় আমেরিকার গোসাপজাতীয় বৃহৎ বৃক্ষচর সরীসৃপ
ikon	(প্রাচ্যদেশীয় খ্রিস্টান ধর্মীয় সংগঠনে) কোনো পুণ্য ব্যক্তির চিত্রাপিত, খোদাই-করা কিংবা মোজাইকের মূর্তি- এই মূর্তি পবিত্র বলেও পরিগণিত
ilex	চিরহরিৎ বিশাল বৃক্ষবিশেষ
ilk	সমগোত্রীয়
I’ll	----
ill	রোগার্ত
illegal	বেআইনি
illegible	দুষ্পাঠ্য
illiberal	অনুদার
illicit	নিষিদ্ধ
illimitable	অনন্ত
additive	বিশেষ উদ্দেশ্যে অল্প পরিমাণে সংযোজিত পদার্থ
illiterate	নিরক্ষর
addle	বিভ্রান্ত
address 1	ঠিকানা
illiterati	স্বল্পশিক্ষিত
address 2	ভাষণ/বক্তৃতা দেওয়া
adduce	তুলে ধরা উপস্থাপিত/পেশ/দাখিল করা
illness	রোগ
adenoidas	নাকের পশ্চাদ্ভাগ ও কণ্ঠনালির মাঝখানে স্পঞ্জসদৃশ ব্যাধিমূলক প্রবৃদ্ধি, এতে অনেক সময় নিঃশ্বাসপ্রশ্বাস ও বাক্যস্ফূর্তিতে ব্যাঘাত সৃষ্টি হয়
adept	সুদক্ষ, কুশলী
adequate 	পর্যাপ্ত, যথেষ্ট
adhere	দৃঢ়ভাবে লেগে থাকা, সেঁটে থাকা
adherent	সমর্থক (তবে আবশ্যিকভাবে সদস্য নয়)
illogical	অযৌক্তিক
adhesion	সংযুক্ত বা সংশ্লিষ্ট হওয়া
adhesive	সেঁটে ধরে রাখে এমন
illude	ছলনা বা প্ৰতারণা করা
ad hoc	বিশেষ উদ্দেশ্যে গঠিত
adieu 	বিদায়
illuminate	আলোকিত/প্রদ্যোতিত/উদ্ভাসিত করা
ad infinitum	সীমাহীনভাবে
ad interim	অন্তর্বতীকালীন
adipose	চর্বি বা মেদঘটিত
illusion	মায়া
adjacent	সন্নিহিত
illusive	মায়িক
adjective 	বিশেষণ
adjoin	সংলগ্ন/লাগোয়া/সন্নিহিত হওয়া
adjourn	স্থগিত/মূলতবি রাখা/ করা
illustrate	চিত্র, দৃষ্টান্ত ইত্যাদি দিয়ে ব্যাখ্যা করা
adjudge	আইনের বলে সরকারিভাবে স্থির করা
adjudicate	রায়/ সিন্ধান্ত দেওয়া
adjunct	এমন কোনো বস্তু যা অতিরিক্ত হলেও অধীন
adjure 	দিব্য দিয়ে বলা
illustrious	কীর্তিমান
I’m	----
image	প্রতিচ্ছবি
imaginable	কল্পনীয়
adjust	বিন্যস্ত করা
imaginary	কাল্পনিক
adjutant	একটি ব্যাটালিয়নের সমাগ্রিক প্রশাসন ও শৃঙ্খলা রক্ষার দায়িত্বে নিয়োজিত কর্মকর্তা
imagination	কল্পনা
ad lib	যথেচ্ছভাবে
ad libitum	যথেচ্ছ বাদ দিয়ে পরিবেশনীয়
imagine	কল্পনা/মনে করা
adman	বাণিজ্যিক বিজ্ঞাপন রচয়িতা
imam	ইমাম
imbalance	ভারসাম্যহীনতা
imbecile	জড়বুদ্ধি
administer	শাসন করা
administration	প্রশাসন
administrative	প্রশাসনিক
administrator	প্রশাসক
admirable	শ্লাঘ্য
admiral	কোনো দেশের রণতরিসমূহ, নৌবহর বা স্কোয়াড্রনের আজ্ঞাকারী কর্মকর্তা
admiration	প্রশস্তিবোধ
admire	মুগ্ধদৃষ্টিতে তাকানো
admissible 	আদালতে প্রমাণ হিসাবে গ্রাহ্য
admission	ভর্তি
admit 	প্রবেশ করতে দেওয়া
admittance	প্রবেশাধিকার
admix	মেশা বা মেশানো
admixture	(আনুষ্ঠানিক) = mixture
admonish 	মৃদু ভর্ৎসনা/তিরস্কার করা
ad nauseam	বিরক্তিজনকভাবে (যেমন, পুনরাবৃত্তি বা দৈর্ঘের কারণে)
ado	অকারণ হৈচৈ
adobe	কাদা ও খড়কুটামিশ্রিত রোদে পোড়ানো ইট
adolescence	শৈশব ও যৌবনের মধ্যবর্তী কাল
adopt	পোষ্যগ্রহণ করা
adore	পূজা/উপসনা/ভজনা করা
adorn	শ্রীমণ্ডিত/অলংকৃত/ভূষিত করা
adrenal	বৃক্কসংলগ্ন বা বৃক্ক সম্পর্কিত
advise	পরামর্শ/উপদেশ দেওয়া
adrenalin	হৃদযন্ত্রের ক্রিয়ারোধের চিকিৎসায় ব্যবহৃত উপাদানরূপে প্রস্তুত বৃক্কীয় গ্রন্থিনিঃসৃত হরমোহন
adrift	ভাসমান
adroit	দক্ষ
adsorb	রাসায়নিক প্রক্রিয়া ঘটা বা ঘটানো, যাতে কোনো কঠিন পদার্থের উপরিভাগে সাধারণত কোনো গ্যাসের অত্যন্ত পাতলা একটি স্তর জমে বা জমানো হয়
adulate	হীনভাবে তোষামোদ করা
imbibe	শুষে নেওয়া
 adult	বয়স্থ
adulterate  	ভেজাল দেওয়া/ মেশানো
imbroglio	জটিল, গোলমেলে বা বিব্রতকর (বিশেষত রাজনৈতিক বা মানসিক) পরিস্থিতি
adultery	বিবাহিত ব্যক্তির স্বামী বা স্ত্রী ব্যতীত অন্য ব্যক্তির সঙ্গে স্বেচ্ছায় যৌনমিলন
imbue	পরিপূরিত/অনুপ্রাণিত করা
imitate	অনুকরণ/অনুবর্তন করা
imitation	অনুকরণ
imitative	অনুকরণমূলক
adumbrate	অস্পষ্টভাবে বা সংক্ষেপে ইঙ্গিত/ আভাস দেওয়া
immaculate	অকলঙ্ক
immanent	অন্তর্নিহিত
immaterial	গুরুত্বহীন
immature	অপক্ব
immeasurable	অমেয়
immediate	আসন্ন
immemorial	স্মরণাতীত
advaita	 ব্যক্তি ও ঈশ্বর এক-এই মতবাদে বিশ্বাসী বেদান্ত দর্শনের একটি শাখা
ad Valorem	পণ্যের প্রাক্কলিত মূল্যের অনুপাতে
advance 1	সম্মুখগতি
advance 2	অগ্রসর হওয়া
advantage	উপকারী বা দরকারি কিছু
advantageous 	লাভজনক
advent	আগমন
immerse	নিমজ্জিত করা
adventitious	দৈবাগত
immigrate	বসতিস্থাপনের/অভিবাসনের জন্য আসা
adventure  	অদ্ভূত বা অস্বভাবিক ঘটনা, বিশেষত কোনো রোমাঞ্চকর বা বিপদসংকুল যাত্রা বা কর্মকাণ্ড
imminent	আসন্ন
adverb	যে শব্দ ‘কোথায়,’ ‘কখন,’ ‘কীভাবে’ -এর উত্তর দেয় এবং (verb’s), (adjective’s) ও অন্য (adverb’s)-এর গুণাগুণ বা ধরন নির্দিষ্ট করে
adversary	শত্রু
immitigable	উপশম করা বা তীব্রতা কমানো যায় না এমন
adverse	প্রতিকূল
immobile	নিশ্চল
immoderate	অপরিমিত
adversity	দুর্ভাগ্য
advert	বিজ্ঞাপন
immodest	দুর্বিনীত
advertise	বিজ্ঞাপন করা/ দেওয়া
immolate	উৎসর্গ করা
advice	উপদেশ
immoral	নীতিবিগর্হিত
immortal	অমর
immovable	স্থাবর
advisable	বিজ্ঞ
immune	মুক্ত
immure	নিরুদ্ধ করা
immutable	অপরিবর্তনীয়
imp	শয়তানের ছানা
impact	সংঘর্ষ
impair	বিকল করা
impala	এক ধরনের আফ্রিকান হরিণ
impale	বর্শাবিদ্ধ করা
impalpable	স্পর্শ বা অনুভব করা যায় না এমন
impanel	----
imparity	অসাম্য
impartial	নিরপেক্ষ
impassable	অনতিক্রম্য
impasse	যে স্থান বা অবস্থান থেকে বেরিয়ে আসার কোনো উপায় নেই
impassive	নির্বিকার
advocate	সমর্থক
impatient	অসহিষ্ণু
impeach	সন্দেহ উত্থাপন করা
impeccable	নিখুঁত
impecunious	নি:সম্বল
impedance	পরিবর্তী বিদ্যুৎপ্রবাহে বৈদ্যুতিক চক্রপথের (সার্কিট) দ্বারা সৃষ্ট প্রতিরোধ
impediment	যেকোনো প্রতিবন্ধক, বিশেষত বাগ্বিষয়ক কোনো ত্রুটি, যেমন তোতলামি
impel	বাধ্য/প্রণোদিত/প্ররোচিত/প্রবত্ত/প্ৰবর্তিত করা
impending	আসন্ন
impenetrable	অভেদ্য
impenitent	অনুশোচনাবিহীন
imperative	জরুরি
imperceptible	ইন্দ্রিয়গম্য
imperfect	অসমাপ্ত
imperforate	নিশ্ছিদ্র
imperial	সাম্রাজ্য বা সাম্রাজ্যের শাসক সম্বন্ধীয়
adze, adz	কাঠমিস্ত্রির কাঠ চাঁছার হাতিয়ারবিশেষ
aegis, egis	অভিরক্ষণ
aeon, eon	অপরিমেয় কাল, আনন্ত্য
aerate	বায়ু বা গ্যাস দ্বারা বাতান্বিত করা
aerial	বায়ুতে বিদ্যামান বা বায়ুর ভিতর দিয়ে চলমান
aerie, aery, eyrie, eyry	ঈগল পাখির বাসা
aerobatics	বৈমানিকদের বিমানচালনার দুরূহ কসরত
aerobic	বায়ুজীবী
aerobics	দেহে অক্সিজেনের মাত্রা বৃদ্ধিকল্পে শারীরিক ব্যায়াম
aerodrome	বিমানঘাঁটি
aerodynamics	গতিবিজ্ঞানের যে শাখা বায়ুপ্রবাহ ও বাতাসের মধ্য দিয়ে বিমান, বুলেট ইত্যাদির গতি নিয়ে কাজ করে
aeronautics	বিমানচালনবিদ্যা
aeroplane	বিমান
aerosol	সংকুচিত গ্যাসযুক্ত একটি আধার থেকে সুগন্ধ, রঞ্জকদ্রব্য, কীটনাশক, সাবান প্রভৃতির সূক্ষ্ম কঠিন বা তরণ কণিকা চাপের সাহায্যে কুয়াশার মতো বিক্ষেপণ
aerospace	বিমান এবং নভোযানের উড্ডয়নের জন্য প্রাপ্তব্য এলাকা হিসেবে বিবেচিত বায়ুমণ্ডল এবং তদূর্ধ্বে মহাশূন্য
aertex	শিথিল বুননের বস্ত্রবিশেষ
aery	দ্রষ্টব্য aerie
aesthete, esthete	বিশেষত শিল্পকলায় সুন্দর সম্পর্কে গভীর অনুরাগ ও উপলব্ধি আছে কিংবা আছে বলে দাবি করেন এমন ব্যক্তি
aesthetic, esthetic	নান্দনিক
aether	দ্রষ্টব্য ether
aetiology	নিদান
afar	সুদূর
affable 	শিষ্টাচারী ও বন্ধুভাবাপন্ন
 affair	কাজ
affect 1	প্রভাবিত করা
affect 2	ভান করা
affectation	কৃত্রিম/মেকি আচরণ
affection	স্নেহ
affectionate	স্নেহময়
affiance	বাগ্‌দান করা
